,iteration,node,betweeness_centrality,closeness_centrality,in_degree,avg_dist_from_phil
0,100,philosophy,0.009302325581395349,0.08991735537190083,0.023529411764705882,8.768115942028986
1,100,awareness,0.00506155950752394,0.03373243102550755,0.011764705882352941,8.768115942028986
2,100,knowledge,0.007250341997264022,0.03578947368421053,0.023529411764705882,8.768115942028986
3,100,science,0.0069767441860465115,0.023529411764705882,0.011764705882352941,8.768115942028986
4,100,language,0.041997264021887824,0.1121285627653123,0.047058823529411764,8.768115942028986
5,100,philosophy_of_logic,0.013269493844049247,0.06392896781354052,0.011764705882352941,8.768115942028986
6,200,philosophy,0.005386802334281011,0.09073803418429413,0.012269938650306749,9.668965517241379
7,200,awareness,0.0049004937902139755,0.052153411265136826,0.012269938650306749,9.668965517241379
8,200,knowledge,0.005686069130629957,0.04497778097619776,0.018404907975460124,9.668965517241379
9,200,science,0.0034041598084692502,0.021833273186575245,0.006134969325153374,9.668965517241379
10,200,language,0.019078258267245247,0.08239295591086811,0.024539877300613498,9.668965517241379
11,200,philosophy_of_logic,0.005798294179260811,0.04779794103657603,0.006134969325153374,9.668965517241379
12,300,philosophy,0.0034520287045539566,0.08074211662728409,0.008264462809917356,10.338235294117647
13,300,awareness,0.0029758868142706523,0.045197773849902076,0.008264462809917356,10.338235294117647
14,300,knowledge,0.0037071047172057272,0.04167604592082838,0.012396694214876033,10.338235294117647
15,300,science,0.0030439070843111243,0.027874564459930314,0.008264462809917356,10.338235294117647
16,300,language,0.013076896915280753,0.07506887052341597,0.02066115702479339,10.338235294117647
17,300,philosophy_of_logic,0.003894160459817025,0.04423597968603211,0.004132231404958678,10.338235294117647
18,400,philosophy,0.0026841692789968652,0.07983309443095153,0.006269592476489028,10.72
19,400,awareness,0.002125783699059561,0.04415973831266185,0.006269592476489028,10.72
20,400,knowledge,0.002752742946708464,0.043104694220312885,0.01567398119122257,10.72
21,400,science,0.0017535266457680253,0.02114622131442989,0.006269592476489028,10.72
22,400,language,0.010961990595611286,0.0764968954624127,0.01567398119122257,10.72
23,400,philosophy_of_logic,0.0032229623824451413,0.04567360759687132,0.003134796238244514,10.72
24,500,philosophy,0.00218565687144423,0.07833527848200225,0.005115089514066497,10.904761904761905
25,500,awareness,0.0017028550550655043,0.04339609075688945,0.005115089514066497,10.904761904761905
26,500,knowledge,0.0021073646850044364,0.04044382586087522,0.012787723785166242,10.904761904761905
27,500,science,0.001428832402526228,0.020831845004214946,0.005115089514066497,10.904761904761905
28,500,language,0.009081893627016023,0.07550149446892429,0.015345268542199489,10.904761904761905
29,500,philosophy_of_logic,0.0026554099900829896,0.04517525156133011,0.0025575447570332483,10.904761904761905
30,600,philosophy,0.0018762716419056394,0.078978881243155,0.006578947368421052,10.829081632653061
31,600,awareness,0.0013868094744519943,0.04013564361034979,0.0043859649122807015,10.829081632653061
32,600,knowledge,0.0017515067756919652,0.03790726817042606,0.010964912280701754,10.829081632653061
33,600,science,0.0010509040654151792,0.01786239341370185,0.0043859649122807015,10.829081632653061
34,600,language,0.007653844677338862,0.07568800601638054,0.015350877192982455,10.829081632653061
35,600,philosophy_of_logic,0.0022313716457445583,0.04465951105535311,0.0021929824561403508,10.829081632653061
36,700,philosophy,0.0016495601173020528,0.07860286935674146,0.0056925996204933585,11.056521739130435
37,700,awareness,0.0013333045828301997,0.040921911785630156,0.003795066413662239,11.056521739130435
38,700,knowledge,0.001484244724282675,0.03679214954443521,0.009487666034155597,11.056521739130435
39,700,science,0.0008589212811224196,0.016596264052711376,0.003795066413662239,11.056521739130435
40,700,language,0.00641136219883848,0.07300015049011122,0.013282732447817837,11.056521739130435
41,700,philosophy_of_logic,0.0018651888908055893,0.0429738099417415,0.0018975332068311196,11.056521739130435
42,800,philosophy,0.0014473935673895203,0.07867899385815857,0.0050335570469798654,10.96124031007752
43,800,awareness,0.0011832091104291029,0.041290897651006714,0.003355704697986577,10.96124031007752
44,800,knowledge,0.001270333771767113,0.03528194191808317,0.008389261744966443,10.96124031007752
45,800,science,0.0007616381684709902,0.016409322864119547,0.003355704697986577,10.96124031007752
46,800,language,0.005407349948849392,0.0692123312928682,0.01174496644295302,10.96124031007752
47,800,philosophy_of_logic,0.0016328847818510898,0.043138912427494826,0.0016778523489932886,10.96124031007752
48,900,philosophy,0.0013088525191399625,0.07815243081023812,0.004545454545454545,11.0506993006993
49,900,awareness,0.001052124879658919,0.040374014535599904,0.0030303030303030303,11.0506993006993
50,900,knowledge,0.0011667354329986705,0.035268331234101405,0.007575757575757576,11.0506993006993
51,900,science,0.0007128776417732545,0.017342342342342342,0.0030303030303030303,11.0506993006993
52,900,language,0.004859487461605465,0.06783891938531114,0.010606060606060607,11.0506993006993
53,900,philosophy_of_logic,0.0014784761380827948,0.04296963066109674,0.0015151515151515152,11.0506993006993
54,1000,philosophy,0.0011688100996991328,0.07729066934124221,0.004076086956521739,11.12755905511811
55,1000,awareness,0.0009899858415432718,0.041846893877246626,0.002717391304347826,11.12755905511811
56,1000,knowledge,0.0011153471771576898,0.03731656223214022,0.006793478260869565,11.12755905511811
57,1000,science,0.0007134534835702908,0.01932367149758454,0.004076086956521739,11.12755905511811
58,1000,language,0.004218040233614536,0.06460704211652564,0.010869565217391304,11.12755905511811
59,1000,philosophy_of_logic,0.0012775794938351718,0.04093045009956018,0.001358695652173913,11.12755905511811
60,1100,philosophy,0.0010712814173877215,0.07678709688075207,0.0037082818294190355,11.284495021337127
61,1100,awareness,0.0009049428497306536,0.042058876474612074,0.002472187886279357,11.284495021337127
