,iteration,node,betweeness_centrality,closeness_centrality,in_degree_centrality,avg_dist_from_phil,size_of_gcc
0,500,philosophy,0.002339854238588416,0.09895801398425755,0.005063291139240506,9.337874659400544,0.9267676767676768
1,500,awareness,0.004289732770745429,0.0992364387183489,0.005063291139240506,9.337874659400544,0.9267676767676768
2,500,knowledge,0.00542130162383327,0.09368384470846022,0.012658227848101266,9.337874659400544,0.9267676767676768
3,500,science,0.0035481396240889915,0.06454171114839102,0.012658227848101266,9.337874659400544,0.9267676767676768
4,500,language,0.0003963687507991306,0.00953090096798213,0.005063291139240506,9.337874659400544,0.9267676767676768
5,500,philosophy_of_logic,0.00037718961769594685,0.01075310062651835,0.002531645569620253,9.337874659400544,0.9267676767676768
6,500,county_(united_states),0.0001086817542513745,0.002531645569620253,0.002531645569620253,9.337874659400544,0.9267676767676768
7,1000,philosophy,0.0012288770462454068,0.09731868335550274,0.005277044854881266,9.570621468926554,0.932806324110672
8,1000,awareness,0.0021292424068608535,0.0915887621930792,0.002638522427440633,9.570621468926554,0.932806324110672
9,1000,knowledge,0.0025481382599657236,0.08404872725527317,0.0079155672823219,9.570621468926554,0.932806324110672
10,1000,science,0.0016251768574815494,0.057527206451134356,0.011873350923482849,9.570621468926554,0.932806324110672
11,1000,language,0.0005092800205797796,0.015400542362943418,0.0065963060686015824,9.570621468926554,0.932806324110672
12,1000,philosophy_of_logic,0.0002728906594915543,0.01296669664664686,0.0013192612137203166,9.570621468926554,0.932806324110672
13,1000,county_(united_states),2.954867013602817e-05,0.0013192612137203166,0.0013192612137203166,9.570621468926554,0.932806324110672
14,1500,philosophy,0.0008449802444798275,0.09515776183379285,0.005509641873278237,9.669322709163346,0.9211009174311927
15,1500,awareness,0.0014566010395868612,0.08929107767432398,0.0018365472910927456,9.669322709163346,0.9211009174311927
16,1500,knowledge,0.0016975425649320562,0.08017150367353973,0.006427915518824609,9.669322709163346,0.9211009174311927
17,1500,science,0.001107825544856404,0.05407309900517843,0.009182736455463728,9.669322709163346,0.9211009174311927
18,1500,language,0.00030581039755351685,0.012124008893736628,0.005509641873278237,9.669322709163346,0.9211009174311927
19,1500,philosophy_of_logic,0.00017438774736522862,0.011461135418354668,0.0009182736455463728,9.669322709163346,0.9211009174311927
20,1500,county_(united_states),2.9485851003782616e-05,0.002066115702479339,0.0018365472910927456,9.669322709163346,0.9211009174311927
21,2000,philosophy,0.0006400219777375869,0.09145202926339299,0.004940014114326041,9.916083916083917,0.9076163610719323
22,2000,awareness,0.001119291934628175,0.08679760891884702,0.0014114326040931546,9.916083916083917,0.9076163610719323
23,2000,knowledge,0.0012462014247705425,0.07620947185007128,0.004940014114326041,9.916083916083917,0.9076163610719323
24,2000,science,0.0008395933720398983,0.05092909734977093,0.0077628793225123505,9.916083916083917,0.9076163610719323
25,2000,language,0.00021201350117901402,0.011142888979682799,0.0056457304163726185,9.916083916083917,0.9076163610719323
26,2000,philosophy_of_logic,0.0001239233844919589,0.010586433034407974,0.0007057163020465773,9.916083916083917,0.9076163610719323
27,2000,county_(united_states),2.1898108102996755e-05,0.0022582921665490474,0.002117148906139732,9.916083916083917,0.9076163610719323
28,2500,philosophy,0.0005193315047654771,0.09039837290213165,0.0045662100456621,10.064536340852131,0.910439247005134
29,2500,awareness,0.0009009343408690126,0.08520389180936741,0.001141552511415525,10.064536340852131,0.910439247005134
30,2500,knowledge,0.001001870244616535,0.07530727158771418,0.003995433789954338,10.064536340852131,0.910439247005134
31,2500,science,0.0006860385457936427,0.05099131137365222,0.00684931506849315,10.064536340852131,0.910439247005134
32,2500,language,0.0001569390503429216,0.009775071875528495,0.0045662100456621,10.064536340852131,0.910439247005134
33,2500,philosophy_of_logic,0.0001045175003321117,0.010588313149361392,0.0005707762557077625,10.064536340852131,0.910439247005134
34,2500,county_(united_states),2.8978372366224114e-05,0.003852739726027397,0.003424657534246575,10.064536340852131,0.910439247005134
35,3000,philosophy,0.0004427220135261487,0.08959006905360635,0.004373177842565598,10.169419286094833,0.9116075764934434
36,3000,awareness,0.0007695716876912424,0.08472310605002506,0.0009718172983479105,10.169419286094833,0.9116075764934434
37,3000,knowledge,0.0008606648098773264,0.07516614226415405,0.003887269193391642,10.169419286094833,0.9116075764934434
38,3000,science,0.0005718099353805215,0.04911756788563849,0.0058309037900874635,10.169419286094833,0.9116075764934434
39,3000,language,0.00014513541488197305,0.0100487501792286,0.004373177842565598,10.169419286094833,0.9116075764934434
40,3000,philosophy_of_logic,8.660926384013676e-05,0.010145009197123809,0.00048590864917395527,10.169419286094833,0.9116075764934434
41,3000,county_(united_states),2.7375135164729877e-05,0.003887269193391642,0.003401360544217687,10.169419286094833,0.9116075764934434
42,3500,philosophy,0.0003838958398667719,0.08795584236344904,0.003821656050955414,10.278273111215391,0.9044991511035654
43,3500,awareness,0.000671727603372516,0.08358593813217428,0.0008492569002123143,10.278273111215391,0.9044991511035654
44,3500,knowledge,0.0007492277025005498,0.07386043785862198,0.003821656050955414,10.278273111215391,0.9044991511035654
45,3500,science,0.0005023087820228608,0.048104961479566,0.005095541401273886,10.278273111215391,0.9044991511035654
46,3500,language,0.00011462805359402204,0.009147580973031576,0.003821656050955414,10.278273111215391,0.9044991511035654
47,3500,philosophy_of_logic,7.227334825660823e-05,0.009733603440828817,0.0004246284501061571,10.278273111215391,0.9044991511035654
48,3500,county_(united_states),2.5773288779787977e-05,0.004549590536851684,0.004246284501061571,10.278273111215391,0.9044991511035654
