,iteration,node,betweeness_centrality,closeness_centrality,in_degree_centrality,size_of_gcc
26,3750,india,8.91516597091166e-05,0.005499388468002358,0.004540295119182747,0.18986384266263237
27,3750,federated_state,5.8241934994559316e-05,0.012951775869905816,0.0011350737797956867,0.18986384266263237
28,3750,sun,6.639866790534526e-05,0.011833083696246959,0.0011350737797956867,0.18986384266263237
29,3750,individual,0.0006730020154285318,0.010914532809327946,0.0011350737797956867,0.18986384266263237
30,4000,australia,1.0037060894467293e-05,0.005480409632658769,0.004634581105169341,0.19208838203848896
31,4000,u.s._state,5.958710834816659e-05,0.016757730760288306,0.012834224598930482,0.19208838203848896
32,4000,society,0.0006759134678299494,0.011487501925027482,0.0017825311942959,0.19208838203848896
33,4000,person,0.0006249658549352483,0.010283478719981998,0.00035650623885918,0.19208838203848896
34,4000,india,7.915302452219144e-05,0.005181776727604361,0.0042780748663101605,0.19208838203848896
35,4000,federated_state,5.374274377670462e-05,0.012678971882007933,0.0010695187165775401,0.19208838203848896
36,4000,sun,6.073057098171349e-05,0.011492095299026648,0.0010695187165775401,0.19208838203848896
37,4000,individual,0.0006646058928982077,0.011209484331656278,0.0010695187165775401,0.19208838203848896
38,4250,australia,9.966237106747008e-06,0.005134287530787026,0.0043756311006395154,0.1907806191117093
39,4250,u.s._state,5.651309450303132e-05,0.016494446314372267,0.012790306294177045,0.1907806191117093
40,4250,society,0.0006410102502748643,0.01144707384797878,0.001682935038707506,0.1907806191117093
41,4250,person,0.0005910658120467344,0.010216310818035397,0.0003365870077415012,0.1907806191117093
42,4250,india,7.055642860799302e-05,0.004892253019498564,0.004039044092898014,0.1907806191117093
43,4250,federated_state,5.0623954394499005e-05,0.012491230489105531,0.0010097610232245036,0.1907806191117093
44,4250,individual,0.0006286657065858254,0.011131174093586065,0.0010097610232245036,0.1907806191117093
45,4500,australia,9.549055019420136e-06,0.005259802358941664,0.004462862607586866,0.19120458891013384
46,4500,u.s._state,5.272297399020267e-05,0.016259103504082786,0.012432260121134842,0.19120458891013384
47,4500,society,0.0006060602366580908,0.011515791157884129,0.0015938795027095952,0.19120458891013384
48,4500,person,0.0005682703593471941,0.010550940975984914,0.000637551801083838,0.19120458891013384
49,4500,federated_state,5.069126015628349e-05,0.012831147242755359,0.000956327701625757,0.19120458891013384
50,4500,united_states,2.427898031533418e-05,0.006379712430582354,0.004144086707044947,0.19120458891013384
51,4500,individual,0.0005964095959469747,0.011228489227713202,0.000956327701625757,0.19120458891013384
52,4750,australia,8.893774046426967e-06,0.005225236627281521,0.0045427013930950935,0.18861640932485618
53,4750,u.s._state,5.1253811257244066e-05,0.015946046684992776,0.012113870381586917,0.18861640932485618
54,4750,society,0.000568834785402401,0.011258693673391836,0.0015142337976983646,0.18861640932485618
55,4750,person,0.0005321594285099188,0.010297342716652922,0.0006056935190793458,0.18861640932485618
56,4750,india,5.9322389773590186e-05,0.004652827487473157,0.003937007874015748,0.18861640932485618
57,4750,federated_state,4.8686536274770306e-05,0.0126846200437963,0.0009085402786190187,0.18861640932485618
58,4750,individual,0.0005588407506491996,0.0109601684404834,0.0009085402786190187,0.18861640932485618
59,5000,australia,8.317007048497133e-06,0.005047591577732911,0.004326507066628208,0.18771626297577854
60,5000,u.s._state,4.6907919753523834e-05,0.015396228267740213,0.011825785982117103,0.18771626297577854
61,5000,society,0.0005485066148483859,0.011338173873348036,0.0017306028266512834,0.18771626297577854
62,5000,person,0.0005114127634120887,0.010322955763979937,0.0005768676088837611,0.18771626297577854
63,5000,federated_state,4.482866799139955e-05,0.012243776341745645,0.0008653014133256417,0.18771626297577854
64,5000,united_kingdom,1.2059660220320843e-05,0.005840784539948083,0.004038073262186328,0.18771626297577854
65,5000,individual,0.0005375281655443698,0.010998883715802156,0.0008653014133256417,0.18771626297577854
66,5250,australia,8.028890675443304e-06,0.005024314157262134,0.004128819157720892,0.19207484865162355
67,5250,u.s._state,4.309847919176642e-05,0.014892907295180245,0.011560693641618497,0.19207484865162355
68,5250,society,0.000549751778512901,0.011756202800134253,0.0016515276630883566,0.19207484865162355
69,5250,person,0.0005157426095197496,0.01083328027792797,0.0005505092210294523,0.19207484865162355
70,5250,india,5.446011694003524e-05,0.004822690155060097,0.004128819157720892,0.19207484865162355
71,5250,federated_state,4.112912864873315e-05,0.011803565356778548,0.0008257638315441783,0.19207484865162355
72,5250,individual,0.0005428590516122846,0.011566424494708077,0.0011010184420589045,0.19207484865162355
73,5500,u.s._state,4.175625556111066e-05,0.015200697293479407,0.011882756799577503,0.19086589229144668
74,5500,society,0.000523730798047787,0.011545615633186611,0.0015843675732770002,0.19086589229144668
75,5500,person,0.0004945223321377614,0.010786326410125389,0.0007921837866385001,0.19086589229144668
76,5500,india,5.346752590212333e-05,0.0049757426075790765,0.004224980195405334,0.19086589229144668
77,5500,federated_state,3.952553740091777e-05,0.011904312820982633,0.0007921837866385001,0.19086589229144668
78,5500,united_kingdom,1.1223300743470477e-05,0.0061010544337983166,0.003960918933192501,0.19086589229144668
79,5500,individual,0.0005174569032222445,0.01138277673824711,0.0010562450488513335,0.19086589229144668
80,5750,u.s._state,4.147469592736519e-05,0.015811314199687326,0.012182741116751269,0.19157574219741183
81,5750,society,0.0005046517349174435,0.011557044062049748,0.0015228426395939086,0.19157574219741183
82,5750,person,0.00047715220826995136,0.010822379552943273,0.0007614213197969543,0.19157574219741183
83,5750,india,4.9396105242684934e-05,0.0047825221459142035,0.0040609137055837565,0.19157574219741183
84,5750,federated_state,3.8834226155591936e-05,0.012228393786888989,0.0007614213197969543,0.19157574219741183
85,5750,united_states,1.886969861291615e-05,0.006091370558375634,0.0038071065989847717,0.19157574219741183
86,5750,individual,0.0004996928038826498,0.011438214229213501,0.0010152284263959391,0.19157574219741183
87,6000,u.s._state,4.099750682795923e-05,0.01647094132452028,0.012929982922664065,0.1878048780487805
88,6000,society,0.0004763803188166061,0.011352684426773979,0.0014637716516223468,0.1878048780487805
89,6000,person,0.00044978251685420003,0.01060559569889228,0.0007318858258111734,0.1878048780487805
90,6000,india,5.1351013632117296e-05,0.004331208389462258,0.003903391070992925,0.1878048780487805
91,6000,federated_state,3.8498384495921074e-05,0.012647474993900952,0.0007318858258111734,0.1878048780487805
92,6000,poland,3.808186410724805e-06,0.005204521427990567,0.004147353012929983,0.1878048780487805
93,6000,individual,0.00047120356541452706,0.011216182453382035,0.0009758477677482313,0.1878048780487805
94,6250,u.s._state,3.935328335356114e-05,0.01599474562611449,0.012444235736088284,0.1875586854460094
95,6250,society,0.00045906652248152766,0.01130130227208537,0.001408781404085466,0.1875586854460094
96,6250,person,0.0004323349504556493,0.010524493943927843,0.000704390702042733,0.1875586854460094
97,6250,india,4.756566321305779e-05,0.004168495700494435,0.0037567504108945763,0.1875586854460094
98,6250,federated_state,3.69832676894111e-05,0.012425523269620356,0.000704390702042733,0.1875586854460094
99,6250,poland,3.747931747958204e-06,0.005322063082100649,0.004226344212256398,0.1875586854460094
100,6250,individual,0.00045322415828618105,0.011137574901819516,0.0009391876027236441,0.1875586854460094
101,6500,u.s._state,4.0009951640859996e-05,0.016755003835692867,0.012919310970081595,0.1849082256968049
102,6500,society,0.0004365142220740296,0.011109688323184442,0.0013599274705349048,0.1849082256968049
103,6500,person,0.0004105770903941396,0.010328237868852865,0.0006799637352674524,0.1849082256968049
104,6500,india,4.678955833738569e-05,0.0043095849702830666,0.0038531278331822303,0.1849082256968049
105,6500,federated_state,3.754464011485065e-05,0.01298911116897295,0.0006799637352674524,0.1849082256968049
106,6500,poland,3.646606632222156e-06,0.00517150196433968,0.004079782411604714,0.1849082256968049
107,6500,individual,0.0004305563858861737,0.01093414465279077,0.0009066183136899365,0.1849082256968049
108,6750,u.s._state,3.9052404607706915e-05,0.016867321492963328,0.01310329766324525,0.18449781659388648
109,6750,society,0.0004230915581003461,0.011153252496108353,0.001310329766324525,0.18449781659388648
110,6750,person,0.000396913572594081,0.010327713676457573,0.0006551648831622625,0.18449781659388648
111,6750,india,4.343924370893895e-05,0.0041524107641163766,0.0037126010045861538,0.18449781659388648
112,6750,federated_state,3.638215472000046e-05,0.013031103185761806,0.0006551648831622625,0.18449781659388648
113,6750,poland,3.4808614607602014e-06,0.005169716345826815,0.004149377593360996,0.18449781659388648
114,6750,individual,0.00041651129944849806,0.010944286003108431,0.0008735531775496833,0.18449781659388648
115,7000,u.s._state,3.828935807244864e-05,0.016508549826564533,0.012880067567567568,0.1834494405742031
116,7000,society,0.0004099056307732685,0.011202864982886817,0.001266891891891892,0.1834494405742031
117,7000,united_states,1.7874310345811294e-05,0.0062997500925583115,0.004011824324324325,0.1834494405742031
118,7000,person,0.0003837404931847617,0.01033331713551381,0.000633445945945946,0.1834494405742031
119,7000,federated_state,3.5436600311521146e-05,0.012873828338447312,0.000633445945945946,0.1834494405742031
120,7000,poland,3.967116261289789e-06,0.006120418363569048,0.00485641891891892,0.1834494405742031
121,7000,individual,0.0004029074593909933,0.010962223035831654,0.0008445945945945946,0.1834494405742031
122,7250,u.s._state,3.657296733808051e-05,0.016299853561891637,0.012684124386252046,0.18265493966046226
123,7250,society,0.0003983273181821377,0.011168447150482479,0.0012274959083469722,0.18265493966046226
124,7250,united_states,1.703111865743566e-05,0.006205212987127881,0.003887070376432079,0.18265493966046226
125,7250,person,0.00037217388044037534,0.010279405639735084,0.0006137479541734861,0.18265493966046226
126,7250,federated_state,3.4773610821447256e-05,0.01310338120995501,0.0008183306055646482,0.18265493966046226
127,7250,poland,3.807940535200602e-06,0.0061070686070686065,0.004909983633387889,0.18265493966046226
128,7250,sun,3.640558533653323e-05,0.011359199591987276,0.0006137479541734861,0.18265493966046226
129,7250,individual,0.00039096251011405746,0.010909223846672525,0.0008183306055646482,0.18265493966046226
130,7500,u.s._state,3.760890616743485e-05,0.016517022141045303,0.012907069102462271,0.17986896962477666
131,7500,society,0.0003806226300278653,0.010989527493627907,0.0011914217633042096,0.17986896962477666
132,7500,united_states,1.864676374968206e-05,0.0065657699347308075,0.003971405877680699,0.17986896962477666
133,7500,person,0.0003553529142486978,0.010102502232652993,0.0005957108816521048,0.17986896962477666
134,7500,federated_state,3.52829884904132e-05,0.013362249180729598,0.0007942811755361397,0.17986896962477666
135,7500,poland,3.587432349304582e-06,0.005927591610673421,0.004765687053216838,0.17986896962477666
136,7500,sun,3.4770498154798256e-05,0.011232736860052647,0.0005957108816521048,0.17986896962477666
137,7500,individual,0.0003733689206622384,0.010724730295053286,0.0007942811755361397,0.17986896962477666
138,7750,u.s._state,3.6408385308565715e-05,0.016480123086257896,0.012921890067502412,0.1779791747011184
139,7750,society,0.0003660176999049068,0.01084909696670246,0.0011571841851494697,0.1779791747011184
140,7750,united_states,1.7813704354242063e-05,0.006402470300990993,0.003857280617164899,0.1779791747011184
141,7750,person,0.0003413611529594737,0.009961288442727015,0.0005785920925747348,0.1779791747011184
142,7750,federated_state,3.402826614641229e-05,0.013279263284947027,0.0007714561234329798,0.1779791747011184
143,7750,poland,3.5329893813214945e-06,0.006013851144034364,0.0048216007714561235,0.1779791747011184
144,7750,sun,3.347042571778258e-05,0.011126771011052592,0.0005785920925747348,0.1779791747011184
145,7750,individual,0.0003587657743327206,0.010577284539823152,0.0007714561234329798,0.1779791747011184
146,8000,u.s._state,3.512729935385559e-05,0.01641549749584525,0.012972363226170333,0.17838345864661653
147,8000,society,0.0003604258813983634,0.011015100715439236,0.0011280315848843769,0.17838345864661653
148,8000,united_states,1.6927541640338862e-05,0.006241174752893082,0.0037601052829479226,0.17838345864661653
149,8000,person,0.0003355116499652968,0.010072946294675996,0.0005640157924421884,0.17838345864661653
150,8000,federated_state,3.2759563884330115e-05,0.013165549737754863,0.0007520210565895845,0.17838345864661653
151,8000,poland,3.639951542703346e-06,0.006362732373373924,0.005076142131979696,0.17838345864661653
152,8000,sun,3.2582867207499856e-05,0.011138853287390234,0.0005640157924421884,0.17838345864661653
153,8000,individual,0.00035279258495929616,0.010708878069895027,0.0007520210565895845,0.17838345864661653
154,8250,u.s._state,3.427994867381122e-05,0.016663029703644236,0.013357731015553523,0.17727771679473106
155,8250,society,0.0003505325610971458,0.010964607126581531,0.0010978956999085087,0.17727771679473106
156,8250,united_states,1.6236108502732855e-05,0.006196236754333735,0.0038426349496797807,0.17727771679473106
157,8250,person,0.00032636251916111873,0.010031558130443052,0.0005489478499542544,0.17727771679473106
158,8250,federated_state,3.18361632703071e-05,0.01324478169419266,0.0007319304666056725,0.17727771679473106
159,8250,poland,3.4480807748071834e-06,0.006192749038238957,0.00494053064958829,0.17727771679473106
160,8250,sun,3.140096860940911e-05,0.011097060750279178,0.0005489478499542544,0.17727771679473106
161,8250,individual,0.00034330163442376375,0.010668993563049234,0.0007319304666056725,0.17727771679473106
162,8500,federation,2.5039553631178457e-05,0.01112807526722568,0.0008896797153024912,0.1761252446183953
163,8500,u.s._state,3.431463481188046e-05,0.0167374583859488,0.013345195729537367,0.1761252446183953
164,8500,society,0.0003406139027452341,0.010967883660647599,0.0010676156583629894,0.1761252446183953
165,8500,united_states,1.7062350704431337e-05,0.006555491185963751,0.003914590747330961,0.1761252446183953
166,8500,person,0.00031668229396499274,0.010009455315173412,0.0005338078291814947,0.1761252446183953
167,8500,federated_state,3.1750533871140315e-05,0.013414953487673267,0.0007117437722419929,0.1761252446183953
168,8500,poland,3.4504568214898254e-06,0.006340989970883209,0.00498220640569395,0.1761252446183953
169,8500,individual,0.00033323815559471,0.010652686808061166,0.0007117437722419929,0.1761252446183953
170,8750,federation,2.4930784665547642e-05,0.011300877859663794,0.0008682062858135092,0.17326388888888888
171,8750,u.s._state,3.418562250390693e-05,0.016957745412700113,0.013544018058690745,0.17326388888888888
172,8750,society,0.00032693392950164954,0.010791582061211882,0.0010418475429762111,0.17326388888888888
173,8750,united_states,1.7153103355134957e-05,0.006699974446679623,0.0038201076575794407,0.17326388888888888
174,8750,person,0.0003038420539831375,0.0098414417505277,0.0005209237714881056,0.17326388888888888
175,8750,federated_state,3.1683500221874937e-05,0.013653414039721083,0.0006945650286508074,0.17326388888888888
176,8750,poland,3.285919623391406e-06,0.006187942982525375,0.004861955200555651,0.17326388888888888
177,8750,individual,0.00031975916922305183,0.01047594150660946,0.0006945650286508074,0.17326388888888888
178,9000,federation,2.478959615572332e-05,0.011513140087364612,0.0008460236886632825,0.17323633902892913
179,9000,u.s._state,3.40356002646132e-05,0.0173748828404124,0.013874788494077835,0.17323633902892913
180,9000,society,0.00031968846404978985,0.01085655136676912,0.0010152284263959391,0.17323633902892913
181,9000,united_states,1.6631357236114605e-05,0.006664063516855395,0.003722504230118443,0.17323633902892913
182,9000,person,0.00029667364267657793,0.009872349955210512,0.0005076142131979696,0.17323633902892913
183,9000,federated_state,3.157381588887162e-05,0.01395431656601107,0.0006768189509306261,0.17323633902892913
184,9000,poland,3.1201685692538588e-06,0.006029841562836487,0.0047377326565143825,0.17323633902892913
185,9000,individual,0.0003123317363222831,0.010517431761913217,0.0006768189509306261,0.17323633902892913
186,9250,federation,2.410750419699649e-05,0.011392772951851971,0.0008257638315441783,0.172556142668428
187,9250,u.s._state,3.3243266534093577e-05,0.017139025830879503,0.013542526837324525,0.172556142668428
188,9250,society,0.00031105225437889363,0.010811882280302805,0.0009909165978530142,0.172556142668428
189,9250,united_states,1.6826165259668364e-05,0.0068729975227085046,0.0037985136251032204,0.172556142668428
190,9250,person,0.00028836283866407337,0.009816785011623879,0.0004954582989265071,0.172556142668428
191,9250,federated_state,3.073434075793557e-05,0.013799605905303677,0.0006606110652353427,0.172556142668428
192,9250,poland,2.9725316261002456e-06,0.005885444035733054,0.004624277456647399,0.172556142668428
193,9250,individual,0.0003036618317121673,0.010462021632304964,0.0006606110652353427,0.172556142668428
194,9500,federation,2.3556593106448404e-05,0.011379834221054565,0.0008054123711340206,0.17377999677886938
195,9500,u.s._state,3.266272105839046e-05,0.01717150077624854,0.013530927835051547,0.17377999677886938
196,9500,society,0.0003034078814756763,0.010780762092789354,0.0009664948453608248,0.17377999677886938
197,9500,united_states,1.6629709450697607e-05,0.006908101833635004,0.0037048969072164947,0.17377999677886938
198,9500,person,0.0002809409105173235,0.009774398795907094,0.0004832474226804124,0.17377999677886938
199,9500,federated_state,3.0068382610543723e-05,0.01379873777425324,0.0006443298969072165,0.17377999677886938
200,9500,poland,2.827828908152947e-06,0.0057403936269915645,0.004510309278350515,0.17377999677886938
201,9500,individual,0.00029593618674587767,0.010419777186989025,0.0006443298969072165,0.17377999677886938
202,9750,federation,2.27954613714376e-05,0.011274470236246965,0.0007883948281299275,0.1715276682957591
203,9750,u.s._state,3.167003030230262e-05,0.017097169993825344,0.013560391043834753,0.1715276682957591
204,9750,society,0.00029325851450256205,0.010653512318924297,0.000946073793755913,0.1715276682957591
205,9750,united_states,1.5934450097155402e-05,0.0067621406785250875,0.0036266162093976663,0.1715276682957591
206,9750,person,0.0002714325438546643,0.009651176146304168,0.0004730368968779565,0.1715276682957591
207,9750,federated_state,2.9109580442697306e-05,0.013690773243517338,0.000630715862503942,0.1715276682957591
208,9750,poland,2.8090372246155385e-06,0.005828923520503464,0.004572690003153579,0.1715276682957591
209,9750,individual,0.00028595004597126145,0.010290833152977661,0.000630715862503942,0.1715276682957591
210,10000,federation,2.232121291472064e-05,0.01129141892064317,0.0007713668620796051,0.17183402745642448
211,10000,u.s._state,3.1149752351139995e-05,0.017228289184172057,0.013576056772601049,0.17183402745642448
212,10000,society,0.00028760573484788233,0.01060103694586502,0.000925640234495526,0.17183402745642448
213,10000,united_states,1.5396401658661253e-05,0.006690438790870757,0.003548287565566183,0.17183402745642448
214,10000,person,0.0002662601826255962,0.009621932635705871,0.000462820117247763,0.17183402745642448
215,10000,federated_state,2.853212610314504e-05,0.013737244788202945,0.000617093489663684,0.17183402745642448
216,10000,poland,2.784202463776455e-06,0.005971872480616297,0.004782474544893551,0.17183402745642448
217,10000,individual,0.00028020499154673295,0.010233587010485132,0.000617093489663684,0.17183402745642448
218,10250,federation,2.204299906126519e-05,0.011384880353847134,0.0007557436517533253,0.17092337917485265
219,10250,u.s._state,3.092872614399282e-05,0.017490067369148384,0.013603385731559853,0.17092337917485265
220,10250,society,0.00028112247611087124,0.010588290628179146,0.0009068923821039902,0.17092337917485265
221,10250,united_states,1.519025323911021e-05,0.006824252377772564,0.003778718258766626,0.17092337917485265
222,10250,person,0.0002600388614647077,0.009595030284520993,0.0004534461910519951,0.17092337917485265
223,10250,federated_state,2.8210470301204677e-05,0.013880516123896893,0.0006045949214026602,0.17092337917485265
224,10250,poland,2.672570870640443e-06,0.005850918594219293,0.004685610640870617,0.17092337917485265
225,10250,individual,0.0002737215106229438,0.010209865897153026,0.0006045949214026602,0.17092337917485265
226,10500,federation,2.1507794879963313e-05,0.011355275957131388,0.0007396449704142012,0.17216388108268008
227,10500,u.s._state,3.028157488694733e-05,0.017525099616258845,0.013609467455621301,0.17216388108268008
228,10500,society,0.0002778290736376136,0.010702658875585793,0.0008875739644970415,0.17216388108268008
229,10500,united_states,1.4550034176170501e-05,0.006678883688068534,0.003698224852071006,0.17216388108268008
230,10500,person,0.0002566275952666223,0.009674162877641612,0.00044378698224852074,0.17216388108268008
231,10500,federated_state,2.754660605684009e-05,0.013864265304744976,0.000591715976331361,0.17216388108268008
232,10500,poland,2.6912093288255214e-06,0.0061159393491124255,0.005029585798816568,0.17216388108268008
233,10500,individual,0.00027023680016523586,0.01030167047464827,0.000591715976331361,0.17216388108268008
234,10750,federation,2.107273396852934e-05,0.011326455043752997,0.0007244277021153289,0.17079530638852672
235,10750,u.s._state,2.9783077192572842e-05,0.01750186734078871,0.013619240799768183,0.17079530638852672
236,10750,society,0.00027186765248442285,0.010687333977244461,0.0008693132425383948,0.17079530638852672
237,10750,united_states,1.4461268629797525e-05,0.006724758869064868,0.0036221385105766448,0.17079530638852672
238,10750,person,0.0002508998624101591,0.009647099262368774,0.0004346566212691974,0.17079530638852672
239,10750,federated_state,2.7012558383961415e-05,0.013836099138770269,0.0005795421616922632,0.17079530638852672
240,10750,poland,2.5816197989333753e-06,0.005990111561866126,0.0049261083743842365,0.17079530638852672
241,10750,individual,0.00026426971453959457,0.010276659854329316,0.0005795421616922632,0.17079530638852672
242,11000,federation,2.0691868449956837e-05,0.011304731742168145,0.0007094211123723042,0.17137182579089233
243,11000,u.s._state,2.9165872941622043e-05,0.01740133942039566,0.013337116912599319,0.17137182579089233
244,11000,society,0.00027030262783508794,0.010814975885762683,0.000851305334846765,0.17137182579089233
245,11000,united_states,1.4593000609162168e-05,0.0069970301494254655,0.0038308740068104426,0.17137182579089233
246,11000,person,0.00024906729591416915,0.009742716609912976,0.0004256526674233825,0.17137182579089233
247,11000,federated_state,2.6549196970324e-05,0.013810872414440753,0.0005675368898978433,0.17137182579089233
248,11000,poland,2.556291141191166e-06,0.006055159999541385,0.004965947786606129,0.17137182579089233
249,11000,individual,0.00026245259992119376,0.010383467889848449,0.0005675368898978433,0.17137182579089233
250,11250,federation,2.037088055419299e-05,0.01134576642424497,0.0006948304613674263,0.1709045435598166
251,11250,u.s._state,2.8847483931719743e-05,0.017529467128202535,0.013340744858254585,0.1709045435598166
252,11250,society,0.0002655358761907697,0.010883632301587894,0.0008337965536409116,0.1709045435598166
253,11250,united_states,1.4230653050654251e-05,0.0069176298240754336,0.003752084491384102,0.1709045435598166
254,11250,person,0.00024443125775879535,0.009782676028534922,0.0004168982768204558,0.1709045435598166
255,11250,federated_state,2.6163548010361614e-05,0.013877659305674871,0.0005558643690939411,0.1709045435598166
256,11250,poland,2.452229223111384e-06,0.0059306236349037905,0.0048638132295719845,0.1709045435598166
257,11250,individual,0.0002576385395588598,0.010433568794801604,0.0005558643690939411,0.1709045435598166
258,11500,federation,1.9884942378268843e-05,0.011352335704374916,0.00081799591002045,0.16875681570338058
259,11500,u.s._state,2.7950423679361063e-05,0.017354934441735147,0.013224267211997275,0.16875681570338058
260,11500,society,0.00025714761466178127,0.010733967414141487,0.00081799591002045,0.16875681570338058
261,11500,united_states,1.3696450965218819e-05,0.006786539088486275,0.003680981595092025,0.16875681570338058
262,11500,person,0.00023664939835969667,0.00964554851894506,0.000408997955010225,0.16875681570338058
263,11500,federated_state,2.5330071459420964e-05,0.013716322483081522,0.0005453306066803,0.16875681570338058
264,11500,poland,2.3601754037758344e-06,0.005818236902081483,0.004771642808452625,0.16875681570338058
265,11500,individual,0.000249453814526638,0.010287855860670549,0.0005453306066803,0.16875681570338058
266,11750,federation,1.9420725404367248e-05,0.011263940661822309,0.0008027829810008028,0.16923076923076924
267,11750,u.s._state,2.736800842698389e-05,0.017215049978699788,0.013112122023013113,0.16923076923076924
268,11750,society,0.0002507153002202507,0.010644197669295528,0.0008027829810008028,0.16923076923076924
269,11750,united_states,1.3621356712187534e-05,0.006852141186219756,0.0036125234145036123,0.16923076923076924
270,11750,person,0.00023061440194457842,0.00955999758040498,0.0004013914905004014,0.16923076923076924
271,11750,federated_state,2.4754712658285622e-05,0.013611288363763612,0.0005351886540005352,0.16923076923076924
272,11750,poland,2.344806477393649e-06,0.005888386930902947,0.004816697886004816,0.16923076923076924
273,11750,individual,0.00024312600291937357,0.01019757026620034,0.0005351886540005352,0.16923076923076924
274,12000,federation,1.924185507592392e-05,0.011368731748570159,0.0007871949619522435,0.16988062442607896
275,12000,u.s._state,2.7262163184493283e-05,0.01746803113793405,0.013251115192862765,0.16988062442607896
276,12000,society,0.00024751083886123606,0.010679375336448372,0.0007871949619522435,0.16988062442607896
277,12000,united_states,1.361387063064027e-05,0.006992263324048887,0.0035423773287850957,0.16988062442607896
278,12000,person,0.0002274256466665999,0.009580445993019288,0.00039359748097612176,0.16988062442607896
279,12000,federated_state,2.4560042212292877e-05,0.013764616542215719,0.0005247966413014956,0.16988062442607896
280,12000,poland,2.254635970434735e-06,0.005774049320594153,0.004723169771713461,0.16988062442607896
281,12000,individual,0.00023983474998479413,0.010221785326842564,0.0005247966413014956,0.16988062442607896
282,12250,federation,1.8872211900650697e-05,0.011306097857994385,0.0007733952049497294,0.1689650728186622
283,12250,u.s._state,2.6813160218001957e-05,0.017356863296538468,0.013018819283320444,0.1689650728186622
284,12250,society,0.0002425810195187513,0.010666698659633779,0.0007733952049497294,0.1689650728186622
285,12250,united_states,1.3738837360772999e-05,0.007200324703224936,0.003609177623098737,0.1689650728186622
286,12250,person,0.00022276187445055033,0.00955746525324588,0.0003866976024748647,0.1689650728186622
287,12250,federated_state,2.410526361606e-05,0.013688384824072437,0.0005155968032998196,0.1689650728186622
288,12250,poland,2.1762849991067263e-06,0.005672828553953161,0.004640371229698376,0.1689650728186622
289,12250,individual,0.00023495571559058344,0.01020110525700449,0.0005155968032998196,0.1689650728186622
290,12500,federation,1.8497650333562006e-05,0.01129464189284521,0.0007596859964547986,0.1681225471578681
291,12500,u.s._state,2.6271792804773077e-05,0.01731297184887365,0.012914661939731576,0.1681225471578681
292,12500,society,0.0002376002347438385,0.010637300554382889,0.0007596859964547986,0.1681225471578681
293,12500,united_states,1.3544639975615162e-05,0.007256260005123808,0.003671815649531527,0.1681225471578681
294,12500,person,0.0002183011264235537,0.009539257644130165,0.0003798429982273993,0.1681225471578681
295,12500,federated_state,2.3578893969384498e-05,0.013631940737609963,0.0005064573309698658,0.1681225471578681
